,Name,Ticker,Industry,Sector,Market Cap,Strike,Option Price,Exp. Date,Option Volume,Stock Price,Ex. Div Date,Num Divs.,Div/share,Div Inc,Gain/Loss Exercise,Total Income,Return,Annual Return
5,ConocoPhillips,COP,Integrated oil Companies,Energy,69981026053.6,62.5,1.48,5 - 2013,51,57.65,10 - 11,2.0,0.19665,0.3933,4.85,1.8733,0.0324943625325,0.064988725065
6,ConocoPhillips,COP,Integrated oil Companies,Energy,69981026053.6,65.0,0.84,5 - 2013,21,57.65,10 - 11,2.0,0.19665,0.3933,7.35,1.2333,0.021392888118,0.0427857762359
14,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,34.0,3.45,1 - 2013,3,35.2,8 - 8,1.0,0.005,0.005,-1.2,2.255,0.0640625,0.384375
15,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,35.0,2.85,1 - 2013,8,35.2,8 - 8,1.0,0.005,0.005,-0.2,2.655,0.0754261363636,0.452556818182
16,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,36.0,2.27,1 - 2013,15,35.2,8 - 8,1.0,0.005,0.005,0.8,2.275,0.0646306818182,0.387784090909
17,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,37.0,1.85,1 - 2013,737,35.2,8 - 8,1.0,0.005,0.005,1.8,1.855,0.0526988636364,0.316193181818
18,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,38.0,1.47,1 - 2013,5,35.2,8 - 8,1.0,0.005,0.005,2.8,1.475,0.0419034090909,0.251420454545
11,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,34.0,5.4,4 - 2013,1,35.2,8 - 8,2.0,0.005,0.01,-1.2,4.21,0.119602272727,0.287045454545
12,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,35.0,4.08,4 - 2013,9,35.2,8 - 8,2.0,0.005,0.01,-0.2,3.89,0.110511363636,0.265227272727
13,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,36.0,3.5,4 - 2013,1,35.2,8 - 8,2.0,0.005,0.01,0.8,3.51,0.0997159090909,0.239318181818
14,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,37.0,3.05,4 - 2013,1,35.2,8 - 8,2.0,0.005,0.01,1.8,3.06,0.0869318181818,0.208636363636
15,CONSOL Energy Inc.,CNX,Coal Mining,Energy,8012535907.2,38.0,2.67,4 - 2013,11,35.2,8 - 8,2.0,0.005,0.01,2.8,2.68,0.0761363636364,0.182727272727
4,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,55.0,4.4,1 - 2013,20,59.2,8 - 13,1.0,0.02415,0.02415,-4.2,0.22415,0.00378631756757,0.0227179054054
5,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,57.5,2.17,1 - 2013,1,59.2,8 - 13,1.0,0.02415,0.02415,-1.7,0.49415,0.00834712837838,0.0500827702703
6,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,60.0,0.85,1 - 2013,14,59.2,8 - 13,1.0,0.02415,0.02415,0.8,0.87415,0.0147660472973,0.0885962837838
7,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,62.5,0.2,1 - 2013,3,59.2,8 - 13,1.0,0.02415,0.02415,3.3,0.22415,0.00378631756757,0.0227179054054
8,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,65.0,0.1,1 - 2013,13,59.2,8 - 13,1.0,0.02415,0.02415,5.8,0.12415,0.00209712837838,0.0125827702703
0,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,55.0,5.53,2 - 2013,4,59.2,8 - 13,2.0,0.02415,0.0483,-4.2,1.3783,0.0232820945946,0.0931283783784
1,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,57.5,2.65,2 - 2013,5,59.2,8 - 13,2.0,0.02415,0.0483,-1.7,0.9983,0.0168631756757,0.0674527027027
2,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,60.0,0.95,2 - 2013,5,59.2,8 - 13,2.0,0.02415,0.0483,0.8,0.9983,0.0168631756757,0.0674527027027
3,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,62.5,0.25,2 - 2013,75,59.2,8 - 13,2.0,0.02415,0.0483,3.3,0.2983,0.00503885135135,0.0201554054054
4,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,65.0,0.05,2 - 2013,1,59.2,8 - 13,2.0,0.02415,0.0483,5.8,0.0983,0.00166047297297,0.00664189189189
0,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,57.5,3.1,5 - 2013,3.0,59.2,8 - 13,2.0,0.02415,0.0483,-1.7,1.4483,0.024464527027,0.0489290540541
1,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,60.0,1.55,5 - 2013,10.0,59.2,8 - 13,2.0,0.02415,0.0483,0.8,1.5983,0.0269983108108,0.0539966216216
2,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,62.5,0.84,5 - 2013,3.0,59.2,8 - 13,2.0,0.02415,0.0483,3.3,0.8883,0.0150050675676,0.0300101351351
3,Consolidated Edison Inc,ED,Power Generation,Public Utilities,17339229843.2,65.0,0.33,5 - 2013,1.0,59.2,8 - 13,2.0,0.02415,0.0483,5.8,0.3783,0.0063902027027,0.0127804054054
0,"Consolidated Graphics, Inc.",CGX,Publishing,Miscellaneous,291463174.71,30.0,1.8,2 - 2013,0.0,29.07,6 - 27,2.0,0.00113,0.00226,0.93,1.80226,0.061997248022,0.247988992088
1,"Consolidated Graphics, Inc.",CGX,Publishing,Miscellaneous,291463174.71,35.0,0.95,2 - 2013,0.0,29.07,6 - 27,2.0,0.00113,0.00226,5.93,0.95226,0.0327574819401,0.131029927761
0,"Consolidated Graphics, Inc.",CGX,Publishing,Miscellaneous,291463174.71,30.0,3.6,5 - 2013,1.0,29.07,6 - 27,2.0,0.00113,0.00226,0.93,3.60226,0.123916752666,0.247833505332
1,"Consolidated Graphics, Inc.",CGX,Publishing,Miscellaneous,291463174.71,35.0,1.8,5 - 2013,1.0,29.07,6 - 27,2.0,0.00113,0.00226,5.93,1.80226,0.061997248022,0.123994496044
8,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,32.5,3.8,1 - 2013,5,35.81,None,None,None,None,-3.31,0.49,0.0136833286791,0.0820999720748
9,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,35.0,2.7,1 - 2013,12,35.81,None,None,None,None,-0.81,1.89,0.0527785534767,0.31667132086
10,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,40.0,0.7,1 - 2013,27,35.81,None,None,None,None,4.19,0.7,0.0195476123988,0.117285674393
11,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,45.0,0.16,1 - 2013,4,35.81,None,None,None,None,9.19,0.16,0.00446802569115,0.0268081541469
12,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,50.0,0.07,1 - 2013,2,35.81,None,None,None,None,14.19,0.07,0.00195476123988,0.0117285674393
3,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,32.5,5.0,4 - 2013,750,35.81,None,None,None,None,-3.31,1.69,0.0471935213627,0.113264451271
4,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,35.0,3.7,4 - 2013,10,35.81,None,None,None,None,-0.81,2.89,0.0807037140464,0.193688913711
5,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,37.5,2.35,4 - 2013,81,35.81,None,None,None,None,1.69,2.35,0.0656241273387,0.157497905613
6,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,40.0,1.45,4 - 2013,2,35.81,None,None,None,None,4.19,1.45,0.040491482826,0.0971795587825
7,Constellation Brands Inc,STZ,Beverages (Production/Distribution),Consumer Non-Durables,6534004219.77,42.5,1.15,4 - 2013,10,35.81,None,None,None,None,6.69,1.15,0.0321139346551,0.0770734431723
4,"Continental Resources, Inc.",CLR,Oil & Gas Production,Energy,13052582263.1,65.0,16.8,3 - 2013,10,72.06,None,None,None,None,-7.06,9.74,0.135165140161,0.405495420483
5,"Continental Resources, Inc.",CLR,Oil & Gas Production,Energy,13052582263.1,70.0,8.4,3 - 2013,9,72.06,None,None,None,None,-2.06,6.34,0.0879822370247,0.263946711074
6,"Continental Resources, Inc.",CLR,Oil & Gas Production,Energy,13052582263.1,75.0,6.0,3 - 2013,23,72.06,None,None,None,None,2.94,6.0,0.0832639467111,0.249791840133
7,"Continental Resources, Inc.",CLR,Oil & Gas Production,Energy,13052582263.1,80.0,4.1,3 - 2013,4,72.06,None,None,None,None,7.94,4.1,0.0568970302526,0.170691090758
8,"Continental Resources, Inc.",CLR,Oil & Gas Production,Energy,13052582263.1,85.0,2.62,3 - 2013,2,72.06,None,None,None,None,12.94,2.62,0.0363585900638,0.109075770192
0,Convergys Corporation,CVG,EDP Services,Technology,1807438633.2,15.0,1.15,1 - 2013,1.0,16.56,9 - 19,1.0,0.001,0.001,-1.56,-0.409,-0.0246980676329,-0.148188405797
1,Convergys Corporation,CVG,EDP Services,Technology,1807438633.2,17.5,0.5,1 - 2013,50.0,16.56,9 - 19,1.0,0.001,0.001,0.94,0.501,0.0302536231884,0.18152173913
6,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,90.0,8.6,2 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,-6.13,2.4712,0.0257068553001,0.1028274212
7,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,95.0,6.62,2 - 2013,2,96.13,7 - 20,2.0,0.0006,0.0012,-1.13,5.4912,0.0571226464163,0.228490585665
8,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,100.0,3.8,2 - 2013,3,96.13,7 - 20,2.0,0.0006,0.0012,3.87,3.8012,0.039542286487,0.158169145948
9,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,105.0,3.8,2 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,8.87,3.8012,0.039542286487,0.158169145948
10,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,110.0,2.15,2 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,13.87,2.1512,0.0223780297514,0.0895121190055
3,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,90.0,10.95,5 - 2013,11,96.13,7 - 20,2.0,0.0006,0.0012,-6.13,4.8212,0.0501529179236,0.100305835847
4,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,95.0,8.55,5 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,-1.13,7.4212,0.0771996255071,0.154399251014
5,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,100.0,6.4,5 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,3.87,6.4012,0.0665889940705,0.133177988141
6,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,105.0,4.3,5 - 2013,1,96.13,7 - 20,2.0,0.0006,0.0012,8.87,4.3012,0.0447435764069,0.0894871528139
7,"Cooper Companies, Inc. (The)",COO,Ophthalmic Goods,Health Care,4603959184.89,110.0,3.7,5 - 2013,18,96.13,7 - 20,2.0,0.0006,0.0012,13.87,3.7012,0.0385020285031,0.0770040570061
1,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,70.0,7.6,1 - 2013,1.0,76.49,8 - 29,1.0,0.0153,0.0153,-6.49,1.1253,0.0147117270231,0.0882703621388
2,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,75.0,1.8,1 - 2013,1.0,76.49,8 - 29,1.0,0.0153,0.0153,-1.49,0.3253,0.00425284350896,0.0255170610537
3,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,80.0,0.35,1 - 2013,20.0,76.49,8 - 29,1.0,0.0153,0.0153,3.51,0.3653,0.00477578768466,0.028654726108
4,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,85.0,0.75,1 - 2013,0.0,76.49,8 - 29,1.0,0.0153,0.0153,8.51,0.7653,0.0100052294418,0.0600313766505
0,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,70.0,5.1,4 - 2013,10.0,76.49,8 - 29,2.0,0.0153,0.0306,-6.49,-1.3594,-0.0177722578115,-0.0426534187475
1,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,75.0,2.0,4 - 2013,40.0,76.49,8 - 29,2.0,0.0153,0.0306,-1.49,0.5406,0.00706759053471,0.0169622172833
2,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,80.0,1.0,4 - 2013,0.0,76.49,8 - 29,2.0,0.0153,0.0306,3.51,1.0306,0.0134736566871,0.0323367760492
3,"Cooper Industries, plc.",CBE,Electrical Products,Capital Goods,12352310055.4,85.0,0.4,4 - 2013,0.0,76.49,8 - 29,2.0,0.0153,0.0306,8.51,0.4306,0.00562949405151,0.0135107857236
3,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,20.0,4.4,2 - 2013,22.0,22.85,8 - 30,2.0,0.0042,0.0084,-2.85,1.5584,0.0682013129103,0.272805251641
4,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,22.5,2.05,2 - 2013,72.0,22.85,8 - 30,2.0,0.0042,0.0084,-0.35,1.7084,0.0747658643326,0.29906345733
5,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,25.0,0.57,2 - 2013,11.0,22.85,8 - 30,2.0,0.0042,0.0084,2.15,0.5784,0.0253129102845,0.101251641138
6,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,30.0,0.26,2 - 2013,8.0,22.85,8 - 30,2.0,0.0042,0.0084,7.15,0.2684,0.0117461706783,0.0469846827133
2,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,20.0,4.6,5 - 2013,37.0,22.85,8 - 30,2.0,0.0042,0.0084,-2.85,1.7584,0.07695404814,0.15390809628
3,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,22.5,2.95,5 - 2013,97.0,22.85,8 - 30,2.0,0.0042,0.0084,-0.35,2.6084,0.114153172867,0.228306345733
4,Cooper Tire & Rubber Company,CTB,Automotive Aftermarket,Consumer Durables,1425053548.7,25.0,1.8,5 - 2013,246.0,22.85,8 - 30,2.0,0.0042,0.0084,2.15,1.8084,0.0791422319475,0.158284463895
4,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,85.0,5.3,2 - 2013,0,93.42,5 - 29,2.0,0.021,0.042,-8.42,-3.078,-0.0329479768786,-0.131791907514
5,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,90.0,8.0,2 - 2013,50,93.42,5 - 29,2.0,0.021,0.042,-3.42,4.622,0.0494754870477,0.197901948191
6,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,95.0,2.05,2 - 2013,10,93.42,5 - 29,2.0,0.021,0.042,1.58,2.092,0.0223934917577,0.0895739670306
7,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,100.0,1.95,2 - 2013,1,93.42,5 - 29,2.0,0.021,0.042,6.58,1.992,0.0213230571612,0.0852922286448
8,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,110.0,0.6,2 - 2013,0,93.42,5 - 29,2.0,0.021,0.042,16.58,0.642,0.00687219010918,0.0274887604367
2,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,85.0,9.0,5 - 2013,10,93.42,5 - 29,2.0,0.021,0.042,-8.42,0.622,0.0066581031899,0.0133162063798
3,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,90.0,7.6,5 - 2013,10,93.42,5 - 29,2.0,0.021,0.042,-3.42,4.222,0.045193748662,0.0903874973239
4,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,95.0,4.6,5 - 2013,11,93.42,5 - 29,2.0,0.021,0.042,1.58,4.642,0.049689573967,0.0993791479341
5,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,100.0,4.7,5 - 2013,60,93.42,5 - 29,2.0,0.021,0.042,6.58,4.742,0.0507600085635,0.101520017127
6,"Copa Holdings, S.A.",CPA,Air Freight/Delivery Services,Transportation,4136632648.74,105.0,1.75,5 - 2013,10,93.42,5 - 29,2.0,0.021,0.042,11.58,1.792,0.0191821879683,0.0383643759366
0,Copene-Petroquimica do Nordeste,BAK,Major Chemicals,Basic Industries,5560818602.4,12.5,2.6,3 - 2013,15.0,13.92,5 - 1,2.0,0.00645,0.0129,-1.42,1.1929,0.0856968390805,0.257090517241
1,Copene-Petroquimica do Nordeste,BAK,Major Chemicals,Basic Industries,5560818602.4,15.0,1.05,3 - 2013,2.0,13.92,5 - 1,2.0,0.00645,0.0129,1.08,1.0629,0.0763577586207,0.229073275862
2,Copene-Petroquimica do Nordeste,BAK,Major Chemicals,Basic Industries,5560818602.4,17.5,0.39,3 - 2013,12.0,13.92,5 - 1,2.0,0.00645,0.0129,3.58,0.4029,0.0289439655172,0.0868318965517
3,Core Laboratories N.V.,CLB,Oilfield Services/Equipment,Energy,4724099617.5,95.0,12.8,3 - 2013,1,101.25,10 - 17,1.0,0.0112,0.0112,-6.25,6.5612,0.0648019753086,0.194405925926
4,Core Laboratories N.V.,CLB,Oilfield Services/Equipment,Energy,4724099617.5,100.0,8.2,3 - 2013,2,101.25,10 - 17,1.0,0.0112,0.0112,-1.25,6.9612,0.0687525925926,0.206257777778
5,Core Laboratories N.V.,CLB,Oilfield Services/Equipment,Energy,4724099617.5,105.0,7.2,3 - 2013,10,101.25,10 - 17,1.0,0.0112,0.0112,3.75,7.2112,0.0712217283951,0.213665185185
6,Core Laboratories N.V.,CLB,Oilfield Services/Equipment,Energy,4724099617.5,110.0,4.4,3 - 2013,2,101.25,10 - 17,1.0,0.0112,0.0112,8.75,4.4112,0.0435674074074,0.130702222222
7,Core Laboratories N.V.,CLB,Oilfield Services/Equipment,Energy,4724099617.5,115.0,3.1,3 - 2013,10,101.25,10 - 17,1.0,0.0112,0.0112,13.75,3.1112,0.0307279012346,0.0921837037037
1,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,20.0,5.0,1 - 2013,0.0,23.22,6 - 2,2.0,0.0,0.0,-3.22,1.78,0.0766580534022,0.459948320413
2,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,22.5,2.1,1 - 2013,19.0,23.22,6 - 2,2.0,0.0,0.0,-0.72,1.38,0.0594315245478,0.356589147287
3,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,25.0,0.85,1 - 2013,80.0,23.22,6 - 2,2.0,0.0,0.0,1.78,0.85,0.0366063738157,0.219638242894
4,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,30.0,0.1,1 - 2013,1.0,23.22,6 - 2,2.0,0.0,0.0,6.78,0.1,0.00430663221361,0.0258397932817
0,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,15.0,8.4,4 - 2013,2,23.22,6 - 2,2.0,0.0,0.0,-8.22,0.18,0.0077519379845,0.0186046511628
1,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,22.5,3.1,4 - 2013,18,23.22,6 - 2,2.0,0.0,0.0,-0.72,2.38,0.102497846684,0.245994832041
2,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,25.0,1.65,4 - 2013,13,23.22,6 - 2,2.0,0.0,0.0,1.78,1.65,0.0710594315245,0.170542635659
3,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,30.0,0.45,4 - 2013,6,23.22,6 - 2,2.0,0.0,0.0,6.78,0.45,0.0193798449612,0.046511627907
4,"CoreLogic, Inc.",CLGX,EDP Services,Technology,2263305436.02,35.0,0.25,4 - 2013,40,23.22,6 - 2,2.0,0.0,0.0,11.78,0.25,0.010766580534,0.0258397932817
0,CoreSite Realty Corporation,COR,Real Estate Investment Trusts,Consumer Services,483794331.0,25.0,3.3,1 - 2013,0.0,22.9,9 - 26,1.0,0.0072,0.0072,2.1,3.3072,0.144419213974,0.866515283843
1,CoreSite Realty Corporation,COR,Real Estate Investment Trusts,Consumer Services,483794331.0,30.0,0.65,1 - 2013,0.0,22.9,9 - 26,1.0,0.0072,0.0072,7.1,0.6572,0.0286986899563,0.172192139738
0,CoreSite Realty Corporation,COR,Real Estate Investment Trusts,Consumer Services,483794331.0,20.0,7.5,4 - 2013,1.0,22.9,9 - 26,2.0,0.0072,0.0144,-2.9,4.6144,0.201502183406,0.483605240175
1,CoreSite Realty Corporation,COR,Real Estate Investment Trusts,Consumer Services,483794331.0,30.0,1.35,4 - 2013,0.0,22.9,9 - 26,2.0,0.0072,0.0144,7.1,1.3644,0.0595807860262,0.142993886463
3,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,10.0,1.83,1 - 2013,66,11.7,8 - 29,1.0,0.003,0.003,-1.7,0.133,0.0113675213675,0.0682051282051
4,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,11.0,0.96,1 - 2013,6,11.7,8 - 29,1.0,0.003,0.003,-0.7,0.263,0.0224786324786,0.134871794872
5,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,12.5,0.25,1 - 2013,557,11.7,8 - 29,1.0,0.003,0.003,0.8,0.253,0.0216239316239,0.129743589744
6,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,14.0,0.08,1 - 2013,18,11.7,8 - 29,1.0,0.003,0.003,2.3,0.083,0.00709401709402,0.0425641025641
7,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,15.0,0.04,1 - 2013,40,11.7,8 - 29,1.0,0.003,0.003,3.3,0.043,0.00367521367521,0.0220512820513
2,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,10.0,2.26,2 - 2013,25,11.7,8 - 29,2.0,0.003,0.006,-1.7,0.566,0.0483760683761,0.193504273504
3,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,11.0,1.21,2 - 2013,1,11.7,8 - 29,2.0,0.003,0.006,-0.7,0.516,0.0441025641026,0.17641025641
4,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,12.0,0.59,2 - 2013,17,11.7,8 - 29,2.0,0.003,0.006,0.3,0.596,0.0509401709402,0.203760683761
5,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,13.0,0.33,2 - 2013,118,11.7,8 - 29,2.0,0.003,0.006,1.3,0.336,0.0287179487179,0.114871794872
6,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,14.0,0.14,2 - 2013,15,11.7,8 - 29,2.0,0.003,0.006,2.3,0.146,0.0124786324786,0.0499145299145
1,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,10.0,2.69,5 - 2013,1,11.7,8 - 29,2.0,0.003,0.006,-1.7,0.996,0.0851282051282,0.170256410256
2,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,11.0,1.55,5 - 2013,51,11.7,8 - 29,2.0,0.003,0.006,-0.7,0.856,0.0731623931624,0.146324786325
3,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,12.0,0.86,5 - 2013,79,11.7,8 - 29,2.0,0.003,0.006,0.3,0.866,0.0740170940171,0.148034188034
4,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,13.0,0.51,5 - 2013,111,11.7,8 - 29,2.0,0.003,0.006,1.3,0.516,0.0441025641026,0.0882051282051
5,Corning Incorporated,GLW,Telecommunications Equipment,Basic Industries,17290744941.6,14.0,0.29,5 - 2013,21,11.7,8 - 29,2.0,0.003,0.006,2.3,0.296,0.0252991452991,0.0505982905983
0,Corporate Office Properties Trust,OFC,Real Estate Investment Trusts,Consumer Services,2050546034.88,22.5,3.3,3 - 2013,4.0,25.38,6 - 27,2.0,0.00963,0.01926,-2.88,0.43926,0.0173073286052,0.0519219858156
1,Corporate Office Properties Trust,OFC,Real Estate Investment Trusts,Consumer Services,2050546034.88,25.0,1.4,3 - 2013,11.0,25.38,6 - 27,2.0,0.00963,0.01926,-0.38,1.03926,0.0409479905437,0.122843971631
2,Corporate Office Properties Trust,OFC,Real Estate Investment Trusts,Consumer Services,2050546034.88,30.0,0.15,3 - 2013,17.0,25.38,6 - 27,2.0,0.00963,0.01926,4.62,0.16926,0.00666903073286,0.0200070921986
5,Corrections Corporation of America,CXW,Diversified Commercial Services,Consumer Services,3456633213.05,33.0,2.5,3 - 2013,4,34.55,9 - 12,2.0,0.004,0.008,-1.55,0.958,0.0277279305355,0.0831837916064
6,Corrections Corporation of America,CXW,Diversified Commercial Services,Consumer Services,3456633213.05,34.0,2.55,3 - 2013,6,34.55,9 - 12,2.0,0.004,0.008,-0.55,2.008,0.0581186685962,0.174356005789
7,Corrections Corporation of America,CXW,Diversified Commercial Services,Consumer Services,3456633213.05,35.0,2.15,3 - 2013,1,34.55,9 - 12,2.0,0.004,0.008,0.45,2.158,0.0624602026049,0.187380607815
8,Corrections Corporation of America,CXW,Diversified Commercial Services,Consumer Services,3456633213.05,36.0,2.05,3 - 2013,12,34.55,9 - 12,2.0,0.004,0.008,1.45,2.058,0.0595658465991,0.178697539797
9,Corrections Corporation of America,CXW,Diversified Commercial Services,Consumer Services,3456633213.05,37.0,1.7,3 - 2013,10,34.55,9 - 12,2.0,0.004,0.008,2.45,1.708,0.0494356005789,0.148306801737
1,Cosan Limited,CZZ,Specialty Foods,Consumer Non-Durables,4439273114.0,12.5,4.1,3 - 2013,1.0,16.4,9 - 6,2.0,0.00286,0.00572,-3.9,0.20572,0.012543902439,0.0376317073171
2,Cosan Limited,CZZ,Specialty Foods,Consumer Non-Durables,4439273114.0,15.0,1.75,3 - 2013,10.0,16.4,9 - 6,2.0,0.00286,0.00572,-1.4,0.35572,0.0216902439024,0.0650707317073
3,Cosan Limited,CZZ,Specialty Foods,Consumer Non-Durables,4439273114.0,17.5,0.9,3 - 2013,15.0,16.4,9 - 6,2.0,0.00286,0.00572,1.1,0.90572,0.0552268292683,0.165680487805
0,Costamare Inc.,CMRE,Marine Transportation,Transportation,929538000.0,12.5,1.5,3 - 2013,100.0,13.71,10 - 18,1.0,0.0108,0.0108,-1.21,0.3008,0.0219401896426,0.0658205689278
1,Costamare Inc.,CMRE,Marine Transportation,Transportation,929538000.0,15.0,0.4,3 - 2013,38.0,13.71,10 - 18,1.0,0.0108,0.0108,1.29,0.4108,0.0299635302699,0.0898905908096
2,Costamare Inc.,CMRE,Marine Transportation,Transportation,929538000.0,17.5,0.2,3 - 2013,20.0,13.71,10 - 18,1.0,0.0108,0.0108,3.79,0.2108,0.0153756382203,0.0461269146608
